index,adress,price,url,x,y
19,"Poznañ, Bonin, Bonin",1 250,https://www.otodom.pl/oferta/bonin-3-pokoje-po-remoncie-umeblowane-ID3ELXm.html#21db2a5b06,16.909382,52.430722
20,"Poznañ, Centrum,  Maratoñska",1 190,https://www.otodom.pl/oferta/wyjatkowy-apartament-glamour-3-pok-maraton-top-ID3DsCI.html#21db2a5b06,16.931473,52.397862
21,"Poznañ, Centrum,  Maratoñska",1 190,https://www.otodom.pl/oferta/apartament-dwa-ogrodki-3-pokoje-maraton-top-ID3DsDe.html#21db2a5b06,16.931473,52.397862
22,"Poznañ, Pi¹tkowo, Os. Batorego",1 500,https://www.otodom.pl/oferta/piatkowo-os-batorego-2-osobne-pokoje-od-zaraz-ID3yl1N.html#21db2a5b06,0,0
23,"Poznañ, Rataje,  Stare ¯egrze 89b",1 850,https://www.otodom.pl/oferta/wynajme-stare-zegrze-1p-3pokoje-72-7m2-garaz-ID3DZXK.html#21db2a5b06,16.964766,52.383324
24,"Poznañ, Wilda,  Romualda Traugutta",1 350,https://www.otodom.pl/oferta/sloneczna-kawalerka-36-m2-hala-garazowa-ID3ELRG.html#21db2a5b06,0,0
25,"Poznañ, Centrum",1 200,https://www.otodom.pl/oferta/apartament-2-pokojowy-w-sercu-poznania-ID3ELQk.html#21db2a5b06,0,0
26,"Poznañ, Naramowice,  B³a¿eja",3 250,https://www.otodom.pl/oferta/jasna-kawalerka-na-naramowicach-ID3xxAn.html#21db2a5b06,16.940683,52.458776
27,"Poznañ, So³acz,  Micha³a Drzyma³y 12 B",2 200,https://www.otodom.pl/oferta/poznan-solacz-apartamenty-zielony-solacz-ID3AU71.html#21db2a5b06,0,0
28,"Poznañ, £awica, Barwicka",1 300,https://www.otodom.pl/oferta/lawicawysoki-standard2-pokojetylko-u-nas-ID3COj6.html#21db2a5b06,16.830972,52.410785
29,"Poznañ, Centrum,  Mieczys³awa Niedzia³kowskiego",1 700,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-w-apartamentowcu-ID3CWWm.html#21db2a5b06,0,0
30,Poznañ,2 499,https://www.otodom.pl/oferta/piekny-apartament-w-sercu-poznania-ID3ELGU.html#21db2a5b06,0,0
0,"Poznañ, Grunwald,  Œwit",1 800,https://www.otodom.pl/oferta/wynajme-3-pokoje-poznan-grunwald-polecam-ID3AiPB.html#3eee648737,16.879403,52.409170
1,Poznañ,1 850,https://www.otodom.pl/oferta/apartament-katowicka-premium-ID3EzOQ.html#3eee648737,16.879403,52.409170
2,"Poznañ, Wilda,  Antoniego Kosiñskiego",1 300,https://www.otodom.pl/oferta/wilda-blisko-tramwaj-niezalezne-pomieszczenia-ID3DKn2.html#3eee648737,0,0
3,"Poznañ, Naramowice, Bratumi³y",1 200,https://www.otodom.pl/oferta/3-pokoje-poznan-naramowice-bezposrednio-ID3EfNe.html#3eee648737,16.951738,52.457925
4,"Poznañ, Piotrowo, Œw.Rocha, Piotrowo, Na Miasteczku, Rataje",1 300,https://www.otodom.pl/oferta/sloneczny-apartament-mieszkanie-na-ul-sw-rocha-ID3EPFi.html#3eee648737,0,0
5,"Poznañ,  Boles³awa Limanowskiego 20",2 300,https://www.otodom.pl/oferta/ladna-kawalerka-limanowskiego-lazarz-1350-ID3EDXG.html#3eee648737,0,0
6,"Poznañ, Nowe Miasto, Osiedle Piastowskie 120",2 200,https://www.otodom.pl/oferta/apartament-w-centrum-z-widokiem-na-warte-basen-ID3EijK.html#3eee648737,0,0
7,"Poznañ, Wilda,  Partyzancka",1 200,https://www.otodom.pl/oferta/wynajme-bezposrednio-dwupokojowe-mieszkanie-54-m2-ID3EFuI.html#3eee648737,16.918598,52.382409
8,"Poznañ, Pi¹tkowo,  Stefana Batorego",1 300,https://www.otodom.pl/oferta/kawalerka-z-tarasem-batorego-ataner-ID3kHqG.html#3eee648737,16.926342,52.456025
9,"Poznañ, Je¿yce, Maksymiliana Jackowskiego",1 800,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-do-wynajecia-na-jezycach-ID3ELpy.html#3eee648737,0,0
10,"Poznañ, Centrum, Garbary",1 850,https://www.otodom.pl/oferta/doskonale-mieszkanie-43-m2-w-scislym-centrum-ID2jNM9.html#3eee648737,16.935807,52.401014
11,"Poznañ, Pi¹tkowo,  Pi¹tkowska 214",1 690,https://www.otodom.pl/oferta/eleganckie-mieszkanie-ul-piatkowska-piatkowo-ID3AeVT.html#3eee648737,16.912689,52.441477
12,"Poznañ, Stare Miasto, Strza³owa",1 850,https://www.otodom.pl/oferta/kawalerka-bez-prowizji-swiezo-po-remoncie-ID3EL1O.html#3eee648737,16.931018,52.403270
13,"Poznañ, Rataje,  Rusa",1 200,https://www.otodom.pl/oferta/umeblowane-mieszkanie-na-osiedlu-rusa-ID3EL16.html#3eee648737,16.981680,52.388643
14,"Poznañ, Grunwald",1 600,https://www.otodom.pl/oferta/mieszkanie-do-wynajecia-ul-niecala-ID3EKZV.html#3eee648737,16.981680,52.388643
15,"Poznañ, Grunwald, Nieca³a",1 450,https://www.otodom.pl/oferta/mieszkanie-do-wynajecia-ul-niecala-ID3EL00.html#3eee648737,16.890861,52.404157
16,"Poznañ, Wilda, Rolna 31",3 500,https://www.otodom.pl/oferta/mieszkanie-41-m2-poznan-wilda-ul-rolna-ID3DpBi.html#3eee648737,16.915958,52.381127
17,"Poznañ, £azarz, Lodowa",1 300,https://www.otodom.pl/oferta/mieszkanie-27-m-poznan-ID3EKTu.html#3eee648737,16.900498,52.394002
18,"Poznañ, Górna Wilda,  Ró¿ana",1 200,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-blisko-centrum-rozana-ID3EKSv.html#3eee648737,16.924323,52.397229
19,"Poznañ, Nowe Miasto,  Krañcowa",1 250,https://www.otodom.pl/oferta/nowa-kawalwerka-29-2-m2-ul-krancowa-ID3DZl6.html#3eee648737,16.978139,52.412773
20,"Poznañ, Grunwald, Marceliñska",1 190,https://www.otodom.pl/oferta/mieszkanie-36-m-poznan-ID3EKMU.html#3eee648737,16.890359,52.404942
21,"Poznañ, Centrum, Droga Dêbiñska/Bielniki",1 190,https://www.otodom.pl/oferta/mieszkanie-32-m-poznan-ID3EKMY.html#3eee648737,0,0
22,"Poznañ, Je¿yce, Jackowskiego",1 500,https://www.otodom.pl/oferta/mieszkanie-28-50-m-poznan-ID3EKMM.html#3eee648737,16.900520,52.409955
23,"Poznañ, Górczyn, jarochowskiego 88",1 850,https://www.otodom.pl/oferta/bezposrednio-2-pokojowe-po-remoncie-od-zaraz-ID3EKLG.html#3eee648737,16.884896,52.386046
24,"Poznañ, Winogrady, Winiary, ul. Pi¹tkowska",1 350,https://www.otodom.pl/oferta/ladne-mieszkanie-dwupokojowe-43-m2-ul-piatkowska-ID3exrA.html#3eee648737,0,0
25,"Poznañ, Winogrady,  Boles³awa Œmia³ego",1 200,https://www.otodom.pl/oferta/nowe-dwupokojowe-wysoki-standard-ID3jJF6.html#3eee648737,16.924379,52.452290
26,"Poznañ, Naramowice,  Sielawy",3 250,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-naramowice-ID2RQBR.html#3eee648737,16.947878,52.445985
27,"Poznañ, Rataje, Rataje, £acina, Polanka, Milczañska,Katowicka",2 200,https://www.otodom.pl/oferta/po-remoncie-przestronna-kawalerka-35-8m-kw-ID3zOV3.html#3eee648737,0,0
28,"Poznañ, So³acz, Urbanowska",1 300,https://www.otodom.pl/oferta/duza-kawalerka-na-ul-urbanowskiej-solacz-ID3CTV8.html#3eee648737,16.913946,52.422767
29,"Poznañ, Wilda, Rolna",1 700,https://www.otodom.pl/oferta/komfortowe-mieszkanie-z-ogrodkiem-i-garazem-wilda-ID3EeRi.html#3eee648737,16.916534,52.382676
30,"Poznañ, Wilda, Maratoñska",2 499,https://www.otodom.pl/oferta/luksusowy-apartament-na-wildzie-ID3CTsU.html#3eee648737,16.931473,52.397862
0,"Poznañ, Grunwald,  Jeleniogórska 1/3E",1 800,https://www.otodom.pl/oferta/nowe-dwupokojowe-os-przylesie-marcelin-v-ID3E4Jq.html#ff11c52a94,0,0
1,"Poznañ, Nowe Miasto,  Folwarczna",1 850,https://www.otodom.pl/oferta/przytulne-przestronne-mieszkanie-ul-folwarczna-ID3CV4k.html#ff11c52a94,17.006668,52.388267
2,"Poznañ, Stare Miasto, Bielniki",1 300,https://www.otodom.pl/oferta/piekne-komfortowe-wyposazone-z-garazem-ID3DEtV.html#ff11c52a94,0,0
3,"Poznañ, Centrum,  Wenecjañska",1 200,https://www.otodom.pl/oferta/2-pokojowe-ul-wenecjanska-ID3voML.html#ff11c52a94,16.940423,52.408728
4,Poznañ,1 300,https://www.otodom.pl/oferta/wyjatkowe-wnetrze-na-poludniu-poznania-okazja-ID3zsFp.html#ff11c52a94,16.940423,52.408728
5,"Poznañ, Winogrady,  Wichrowe Wzgórze",2 300,https://www.otodom.pl/oferta/mieszkanie-65-m2-z-ogrodkiem-po-remoncie-ID2Ajpu.html#ff11c52a94,16.936625,52.439562
6,"Poznañ, Podolany,  Edwarda Raczyñskiego",2 200,https://www.otodom.pl/oferta/podolany-3-pokoje-ID3CDq8.html#ff11c52a94,0,0
7,"Poznañ, Wilda, Dolna Wilda",1 200,https://www.otodom.pl/oferta/komfortowe-3-pokojowe-mieszkanie-na-wildzie-ID3E5Kc.html#ff11c52a94,16.922038,52.384256
8,"Poznañ, Je¿yce,  Koœcielna",1 300,https://www.otodom.pl/oferta/kawalerka-przy-koscielnej-ID3DZ8E.html#ff11c52a94,16.903287,52.413070
9,"Poznañ, Wilda,  Dolna Wilda",1 800,https://www.otodom.pl/oferta/wilda-dolna-wilda-2-pokoje-dwupoziomowe-ID3EKvQ.html#ff11c52a94,16.922038,52.384256
10,"Poznañ, Stare Miasto",1 850,https://www.otodom.pl/oferta/mieszkanie-56-m-poznan-ID3EKv8.html#ff11c52a94,17.406394,52.089386
11,"Poznañ, £azarz,  Antoniego Ma³eckiego",1 690,https://www.otodom.pl/oferta/atrakcyjna-kawalerka-dla-dwojga-w-poznaniu-ID3zRxZ.html#ff11c52a94,0,0
12,"Poznañ, Bonin, Turkusowa",1 850,https://www.otodom.pl/oferta/mieszkanie-29-m-poznan-ID3EKd6.html#ff11c52a94,16.904476,52.431254
13,"Poznañ, Górczyn, Grunwald, ul. Promienista",1 200,https://www.otodom.pl/oferta/zadbana-kawalerka-i-pietro-osobna-kuchnia-ID3EKb2.html#ff11c52a94,0,0
14,"Poznañ, Rataje",1 600,https://www.otodom.pl/oferta/kawalerka-w-uapartamentowcu-malta-rataje-ul-dymka-ID3EK20.html#ff11c52a94,0,0
15,"Poznañ, Wilda, Przemys³owa",1 450,https://www.otodom.pl/oferta/apartament-2-pokojowy-blisko-centrum-ID3EK24.html#ff11c52a94,16.918859,52.398172
16,"Poznañ,  Dezyderego Ch³apowskiego",3 500,https://www.otodom.pl/oferta/apartament-lux-38m2-z-ogrodkiem-30m2-gratis-1-mc-ID3y6t1.html#ff11c52a94,0,0
17,"Poznañ, Centrum,  M³yñska",1 300,https://www.otodom.pl/oferta/ladne-mieszkanie-2-pokojowe-przy-ul-mlynskiej-ID3EJVo.html#ff11c52a94,16.925154,52.410637
18,"Poznañ, Podolany",1 200,https://www.otodom.pl/oferta/na-wynajem-apartament-na-podolanach-ID3EJKI.html#ff11c52a94,16.925154,52.410637
19,"Poznañ, Pi¹tkowo,  Zygmunta Starego",1 250,https://www.otodom.pl/oferta/2-osobne-pok-z-balkonem-na-piatkowie-5-min-do-pst-ID3EJFC.html#ff11c52a94,16.910507,52.459396
20,"Poznañ, Je¿yce,  Je¿ycka",1 190,https://www.otodom.pl/oferta/mieszkanie-w-centrum-ID3EIMo.html#ff11c52a94,16.909051,52.416660
21,"Poznañ, Rataje,   Lwa, abpa Dymka",1 190,https://www.otodom.pl/oferta/kawalerka-32m2-ul-lwa-zodiak-rataje-ID3EIL2.html#ff11c52a94,0,0
22,"Poznañ, W³odzimierza Majakowskiego",1 500,https://www.otodom.pl/oferta/apartament-200m2-warzelnia-poznan-ID3EIKI.html#ff11c52a94,17.016881,52.392801
23,"Poznañ, Stare Miasto, D³uga",1 850,https://www.otodom.pl/oferta/mieszkanie-50-60-m-poznan-ID3EIIs.html#ff11c52a94,16.935599,52.403645
24,"Poznañ, Serafitek",1 350,https://www.otodom.pl/oferta/mieszkanie-19-m-poznan-ID3EIE4.html#ff11c52a94,16.935599,52.403645
25,"Poznañ, Rataje, Katowicka",1 200,https://www.otodom.pl/oferta/mieszkanie-50-m-poznan-ID3EIDO.html#ff11c52a94,16.966465,52.395877
26,"Poznañ, Stare Miasto, Towarowa",3 250,https://www.otodom.pl/oferta/mieszkanie-50-m-poznan-ID3EIDS.html#ff11c52a94,16.916261,52.404458
27,"Poznañ, Stare Miasto, Maratoñska",2 200,https://www.otodom.pl/oferta/mieszkanie-51-m-poznan-ID3EIDK.html#ff11c52a94,0,0
28,"Poznañ, Wilda, Rolna, Saperska",1 300,https://www.otodom.pl/oferta/nowe-2-pokoje-38-m2-balkon-ul-rolna-ID3EIyA.html#ff11c52a94,0,0
29,"Poznañ, Je¿yce, A. Mickiewicza 18a",1 700,https://www.otodom.pl/oferta/kawalerka-dwupokojowa-wysoki-standard-jezyce-cen-ID3xG31.html#ff11c52a94,0,0
30,"Poznañ, Stare Miasto",2 499,https://www.otodom.pl/oferta/apartament-4-pokoje-2-lazienki-2-tarasy-centrum-ID3CUL2.html#ff11c52a94,17.406394,52.089386
0,"Poznañ, Komandoria,  Piotra Tomickiego",1 800,https://www.otodom.pl/oferta/38-m2-srodka-ul-tomickiego-ID3DrgI.html#6f9ee76a79,0,0
1,"Poznañ, Stare Miasto,  Rybaki",1 850,https://www.otodom.pl/oferta/mieszkanie-w-pelni-umeblowane-1min-od-s-browaru-ID2Xx0h.html#6f9ee76a79,16.932618,52.403142
2,"Poznañ, So³acz,  Urbanowska",1 300,https://www.otodom.pl/oferta/komfortowe-urzadzone-w-ladnym-standardzie-solacz-ID3x8w5.html#6f9ee76a79,16.913946,52.422767
3,"Poznañ, Rataje,  Katowicka",1 200,https://www.otodom.pl/oferta/poznan-katowicka-57m-ID3AEAT.html#6f9ee76a79,16.966465,52.395877
4,"Poznañ, Rataje,  Milczañska",1 300,https://www.otodom.pl/oferta/komfortowe-dwupoziomowe-mieszkanie-milczanska-ID3BQIg.html#6f9ee76a79,16.964752,52.393060
5,"Poznañ, Rataje,  Na Miasteczku",2 300,https://www.otodom.pl/oferta/mieszkanie-tarasy-warty-widok-standard-garaz-full-ID3vzAX.html#6f9ee76a79,16.949359,52.397146
6,"Poznañ, Grunwald,  Wojskowa",2 200,https://www.otodom.pl/oferta/apartament-2-pokojowy-wojskowa-ID3DYog.html#6f9ee76a79,16.893099,52.402789
7,"Poznañ, Grunwald,  G³ogowska 70",1 200,https://www.otodom.pl/oferta/mieszk-2-pok-15min-do-pkp-1550-zl-liczniki-ID3lYv5.html#6f9ee76a79,16.900077,52.395642
8,"Poznañ, Grunwald, Knapowskiego",1 300,https://www.otodom.pl/oferta/okazja-gorczyn-2-pokojowe-55-m2-z-garderoba-ID3EIok.html#6f9ee76a79,16.890313,52.383862
9,"Poznañ, Centrum, Kazimierza Wielkiego",1 800,https://www.otodom.pl/oferta/nowy-apartament-w-cetrum-witrualny-spacer-3d-ID3EIjG.html#6f9ee76a79,16.937498,52.401601
10,"Poznañ, Grunwald, Kosynierska 8",1 850,https://www.otodom.pl/oferta/bezposrednio-kawalerka-przy-tramwaju-ID3EI6g.html#6f9ee76a79,16.888528,52.385934
11,"Poznañ, Je¿yce,  Zwierzyniecka",1 690,https://www.otodom.pl/oferta/jezyce-zwierzyniecka-2-pokoje-z-balkonem-ID3EI1G.html#6f9ee76a79,16.902147,52.408926
12,"Poznañ, Wilda, Sikorskiego",1 850,https://www.otodom.pl/oferta/wysoki-standard-loft-klimatyzacja-ID3EHZC.html#6f9ee76a79,16.915247,52.391942
13,"Poznañ, Rataje, ¯elazna",1 200,https://www.otodom.pl/oferta/nowe-mieszkanie-na-poddaszu-rataje-ID3EHZu.html#6f9ee76a79,17.000806,52.390362
14,"Poznañ, Centrum, Centrum",1 600,https://www.otodom.pl/oferta/mieszkanie-50-m-poznan-ID3EHYs.html#6f9ee76a79,0,0
15,"Poznañ, Nowe Miasto, Wiejska",1 450,https://www.otodom.pl/oferta/mieszkanie-47-m-poznan-ID3EHYk.html#6f9ee76a79,16.974751,52.421515
16,"Poznañ, Wilda,  Przemys³owa",3 500,https://www.otodom.pl/oferta/kawalerka-z-balkonem-debowy-skwer-blisko-browaru-ID3DO5q.html#6f9ee76a79,16.918859,52.398172
17,"Poznañ, Rataje,  Milczañska",1 300,https://www.otodom.pl/oferta/komfortowe-dwupoziomowe-mieszkanie-milczanska-ID3BQIg.html#6f9ee76a79,16.964752,52.393060
18,"Poznañ, Grunwald, Galileusza",1 200,https://www.otodom.pl/oferta/jasna-duza-kawalerka-os-kopernika-ID3EHuo.html#6f9ee76a79,16.861852,52.385601
19,"Poznañ, £azarz,  G³ogowska",1 250,https://www.otodom.pl/oferta/kawalerka-na-lazarzu-ID3EHoc.html#6f9ee76a79,16.895471,52.391492
20,"Poznañ, Marcelin,  Marceliñska",1 190,https://www.otodom.pl/oferta/50-m-kw-2-pokojowe-mieszkanie-os-marcelin-ID3EGYs.html#6f9ee76a79,16.890359,52.404942
21,"Poznañ, Wilda, Bielniki",1 190,https://www.otodom.pl/oferta/apartament-2-pok-wysoki-standard-riverpark-ID3Ezus.html#6f9ee76a79,16.935696,52.394625
22,"Poznañ, Nowe Miasto, Zabrzañska",1 500,https://www.otodom.pl/oferta/dwa-pokoje-z-tarasem-i-ogrodem-na-polance-ID3EGXa.html#6f9ee76a79,16.958977,52.400211
23,"Poznañ, Nowe Miasto, Lwa",1 850,https://www.otodom.pl/oferta/malta-ul-lwa-komfortowe-umeblowane-z-garazem-ID3EGU0.html#6f9ee76a79,16.985499,52.393734
24,"Poznañ, Staro³êka, Polanka",1 350,https://www.otodom.pl/oferta/mieszkanie-50-m-poznan-ID3EGPS.html#6f9ee76a79,16.957741,52.399574
25,"Poznañ, Centrum, Rolna",1 200,https://www.otodom.pl/oferta/mieszkanie-43-m-poznan-ID3EGPV.html#6f9ee76a79,16.916534,52.382676
26,"Poznañ, Winogrady, Umultowska",3 250,https://www.otodom.pl/oferta/mieszkanie-43-m-poznan-ID3EGQ0.html#6f9ee76a79,16.935557,52.467947
27,"Poznañ, Strzeszyn, Gombrowicza z gara¿em",2 200,https://www.otodom.pl/oferta/mieszkanie-46-m-poznan-ID3EGQ4.html#6f9ee76a79,0,0
28,"Poznañ, Centrum,  Franciszka Ratajczaka",1 300,https://www.otodom.pl/oferta/nowy-lokal-na-kancelarie-ul-ratajczaka-sw-marcin-ID3CbeM.html#6f9ee76a79,0,0
29,"Poznañ, Wilda, Czeremchowa",1 700,https://www.otodom.pl/oferta/dwa-pokoje-z-klimatyzacja-i-parkingiem-ID3EGGs.html#6f9ee76a79,16.896619,52.373993
30,"Poznañ, Rataje,  Na Miasteczku",2 499,https://www.otodom.pl/oferta/mieszkanie-tarasy-warty-widok-standard-garaz-full-ID3vzAX.html#6f9ee76a79,16.949359,52.397146
0,"Poznañ, Ogrody,  Janusza Meissnera",1 800,https://www.otodom.pl/oferta/2-pokojowy-apartament-do-wynajecia-na-osiedlu-now-ID3DqrG.html#5253930070,0,0
1,"Poznañ,  Na Miasteczku 12",1 850,https://www.otodom.pl/oferta/poznan-tarasy-warty-ID3xkNR.html#5253930070,16.949322,52.397126
2,"Poznañ, Naramowice, Naramowicka 217",1 300,https://www.otodom.pl/oferta/dwupojowe-naramowice-naramowicka-howell-ID3yhhx.html#5253930070,16.946249,52.452528
3,"Poznañ, Naramowice, Kwarcowa",1 200,https://www.otodom.pl/oferta/niedroga-kawalerka-naramowice-ID3Ex16.html#5253930070,16.955361,52.470384
4,"Poznañ, Grunwald,  Jeleniogórska 1/3E",1 300,https://www.otodom.pl/oferta/nowe-dwupokojowe-os-przylesie-marcelin-v-ID3E4Jq.html#5253930070,0,0
5,"Poznañ, Centrum,  Strzelecka",2 300,https://www.otodom.pl/oferta/umeblowane-studio-w-centrum-niski-czynsz-parter-ID33T9G.html#5253930070,16.933662,52.403481
6,"Poznañ, Œródka, Konarskiego",2 200,https://www.otodom.pl/oferta/umeblowane-3-niezalezne-pokoje-parking-ID3BPsA.html#5253930070,16.959692,52.410640
7,"Poznañ, Centrum, Krañcowa",1 200,https://www.otodom.pl/oferta/nowe-mieszkanie-3pok-krancowa-ID3EGAI.html#5253930070,16.978139,52.412773
8,"Poznañ, Je¿yce, Polna",1 300,https://www.otodom.pl/oferta/2-pokoje-meble-garderoba-garaz-nowy-blok-ID3EcFy.html#5253930070,16.896654,52.412926
9,"Poznañ, Rataje,  Armii Krajowej",1 800,https://www.otodom.pl/oferta/os-armii-krajowej-3pok-niezalezne-blisko-tramwaj-ID3EGl6.html#5253930070,16.953599,52.378047
10,"Poznañ, Grunwald,  Czeœnikowska 2",1 850,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-czesnikowska-2-bezposrednio-ID3lyvI.html#5253930070,16.874465,52.399419
11,"Poznañ, Nowe Miasto, Os. Piastowskie",1 690,https://www.otodom.pl/oferta/mieszkanie-50-m-poznan-ID3EFOI.html#5253930070,0,0
12,"Poznañ, Wilda, Antoniego Kosiñskiego",1 850,https://www.otodom.pl/oferta/kawalerka-22m2-kosinskiego-wilda-ID3EFLK.html#5253930070,0,0
13,"Poznañ, Pi¹tkowo, Teofila Mateckiego",1 200,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-45m2-piatkowo-mateckiego-ID3EFKg.html#5253930070,0,0
14,"Poznañ, Stare Miasto, Plac Wolnoœci",1 600,https://www.otodom.pl/oferta/kawalerka-centrum-stare-miasto-bezposrednio-ID3upHm.html#5253930070,0,0
15,"Poznañ, Je¿yce,  Maksymiliana Jackowskiego",1 450,https://www.otodom.pl/oferta/stylowy-dwupokojowy-apartament-w-sercu-jezyc-ID3DkOU.html#5253930070,0,0
16,"Poznañ, So³acz,  Micha³a Drzyma³y",3 500,https://www.otodom.pl/oferta/mieszkanie-40-m-poznan-ID3EFkI.html#5253930070,0,0
17,"Poznañ, Je¿yce, M¹czna",1 300,https://www.otodom.pl/oferta/centrum-jezyce-mieszkanie-2-pokoje-po-remoncie-ID3EFiM.html#5253930070,16.908127,52.416525
18,"Poznañ, Wilda,  Rolna",1 200,https://www.otodom.pl/oferta/unikalne-podwyzszony-standard-ul-rolna-poznan-ID3j8iS.html#5253930070,16.916534,52.382676
19,"Poznañ, Osiedle Stefana Batorego",1 250,https://www.otodom.pl/oferta/mieszkanie-66-m-poznan-ID3EEQ0.html#5253930070,16.926342,52.456025
20,"Poznañ, Osiedle Stefana Batorego",1 190,https://www.otodom.pl/oferta/mieszkanie-30-m-poznan-ID3EEQ8.html#5253930070,16.926342,52.456025
21,"Poznañ, £azarz",1 190,https://www.otodom.pl/oferta/piekne-mieszkanie-2-duze-pokoje-osobna-kuchnia-ID3EEu8.html#5253930070,16.926342,52.456025
22,"Poznañ, Grunwald,  Barwicka",1 500,https://www.otodom.pl/oferta/mieszkanie-46-m-poznan-ID3DVzy.html#5253930070,16.830972,52.410785
23,"Poznañ, Centrum,  Bielniki",1 850,https://www.otodom.pl/oferta/mieszkanie-54-m-poznan-ID3Dtgk.html#5253930070,16.935696,52.394625
24,"Poznañ, Rataje,  Katowicka",1 350,https://www.otodom.pl/oferta/mieszkanie-54-m-poznan-ID3De3a.html#5253930070,16.966465,52.395877
25,"Poznañ, Umultowo,  Zygmunta Szweykowskiego",1 200,https://www.otodom.pl/oferta/mieszkanie-56-m-poznan-ID3DfSk.html#5253930070,0,0
26,"Poznañ, Studniarskiego",3 250,https://www.otodom.pl/oferta/nowa-kawalerka-27-m2-miejsce-postojowe-ID3EEaI.html#5253930070,0,0
27,"Poznañ, Winiary,  Pi¹tkowska",2 200,https://www.otodom.pl/oferta/nowoczesne-dwupokojowe-mieszkanie-do-wynajecia-ID3aagM.html#5253930070,16.914851,52.431771
28,"Poznañ, Nowe Miasto,  Szczepankowo",1 300,https://www.otodom.pl/oferta/mieszkanie-80-m2-poznan-szczepankowo-ID3DnxV.html#5253930070,17.016652,52.359699
29,"Poznañ, Œródka,  Cybiñska",1 700,https://www.otodom.pl/oferta/mieszkanie-z-hamakiem-na-srodce-57-m-ID3EDzm.html#5253930070,16.952200,52.411204
30,"Poznañ,  Boles³awa Limanowskiego 20",2 499,https://www.otodom.pl/oferta/ladna-kawalerka-limanowskiego-lazarz-1350-ID3EDXG.html#5253930070,0,0
0,Poznañ,1 800,https://www.otodom.pl/oferta/oryginalna-kawalerka-ID3E0q0.html#12848548aa,0,0
1,"Poznañ, Podolany,  Strzeszyñska",1 850,https://www.otodom.pl/oferta/podolany-strzeszynska-po-remoncie-bezposrednio-ID313Qk.html#12848548aa,16.886569,52.452976
2,"Poznañ, Grunwald, Franciszka Morawskiego",1 300,https://www.otodom.pl/oferta/ul-morawskiego-kawalerka-do-wynajecia-ID3DTJe.html#12848548aa,0,0
3,"Poznañ, Centrum,  Maratoñska",1 200,https://www.otodom.pl/oferta/wyjatkowy-apartament-glamour-3-pok-maraton-top-ID3DsCI.html#12848548aa,16.931473,52.397862
4,"Poznañ, Grunwald,  Józefa Sowiñskiego",1 300,https://www.otodom.pl/oferta/nowe-mieszkanie-wysoki-standard-wille-sowinskiego-ID3Eudy.html#12848548aa,0,0
5,"Poznañ, £azarz,  Józefa Strusia",2 300,https://www.otodom.pl/oferta/stylowe-2-pokojowe-do-wynajecia-w-poznaniu-ID3AfZ9.html#12848548aa,0,0
6,"Poznañ, osiedle Oœwiecenia",2 200,https://www.otodom.pl/oferta/wynajme-mieszkanie-42-m-kw-rataje-os-oswiecenia-ID3Ehf6.html#12848548aa,16.962806,52.389103
7,"Poznañ, Grunwald,  Miêdzychodzka",1 200,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-45-mkw-ul-miedzychodzka-ID3yXJR.html#12848548aa,16.877967,52.406492
8,"Poznañ,  Hugona Ko³³¹taja",1 300,https://www.otodom.pl/oferta/do-wynajecia-2pokojowe-z-ogrodkiem-ID3EDJC.html#12848548aa,0,0
9,"Poznañ,  Hugona Ko³³¹taja",1 800,https://www.otodom.pl/oferta/do-wynajecia-2-pokojowe-i-kawalerki-z-ogrodkiem-ID3EDF6.html#12848548aa,0,0
10,"Poznañ,  Hugona Ko³³¹taja",1 850,https://www.otodom.pl/oferta/do-wynajecia-3-mieszkania-ul-kollataja-z-ogrodkiem-ID3EDzG.html#12848548aa,0,0
11,"Poznañ, Pi¹tkowo,  Stefana Batorego",1 690,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-wysoki-standard-poznan-ID3EDx2.html#12848548aa,16.926342,52.456025
12,"Poznañ, Malta, Os. Armii Krajowej",1 850,https://www.otodom.pl/oferta/mieszkanie-45-m-poznan-ID3EDv0.html#12848548aa,0,0
13,"Poznañ, Stare Miasto, Towarowa",1 200,https://www.otodom.pl/oferta/mieszkanie-38-m-poznan-ID3EDv4.html#12848548aa,16.916261,52.404458
14,"Poznañ, Topolowa",1 600,https://www.otodom.pl/oferta/mieszkanie-26-m-poznan-ID3EDwK.html#12848548aa,16.916261,52.404458
15,"Poznañ, Wilczak 18",1 450,https://www.otodom.pl/oferta/mieszkanie-50-m-poznan-ID3EDwO.html#12848548aa,22.035229,53.163816
16,"Poznañ, osiedle Batorego",3 500,https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-batorego-ID3EDwS.html#12848548aa,16.926342,52.456025
